id_measures,Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
20,Rund_Bay,-0.32,-13.22,0,0,-0.18,0,-0.01,-0.12,-0.58,0,0,-0.02,-0.01,0,0,0,0,-0.1,0,0,0,0
180,Rydberg_Peninsula_1,-0.14,0,0,0,0,-0.01,-0.01,0,0,0,-0.02,0,0,0,-0.01,0,0,0,0,0,0,-0.05
181,Rydberg_Peninsula_2,0,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,-0.01
150,Sandford,0,0,0,0,-0.03,0,0,-0.54,0,-0.5,0,0,0,0,-0.68,-1.21,0,-3.26,0,-0.01,0,0
100,Shackleton,0,-72.99,-28.37,0,0,0,0,0,0,-2.54,-17.97,0,0,0,0,0,0,0,0,0,0,-2.01
10,Shirase,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,0,0,-6.96,0,0,-0.51
11,Skallen,0,-2.39,0,0,0,-0.06,-0.05,0,0,0,-0.05,-0.05,0,0,0,-0.06,-0.06,-0.02,-0.02,0,0,0
89,Slava,-17.46,0,0,0,0,0,0,0,0,-3.77,0,0,0,0,0,0,0,0,0,0,-27.45,-0.08
30,SmithInlet,-0.03,-0.05,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0
103,Sorsdal,0,-1.27,0,0,-1.36,-0.6,0,-1.1,0,-1.31,-0.78,0,0,0,0,-1.15,-0.72,0,0,0,0,-0.02
52,Stange,0,0,-3.31,0,-2.75,0,-0.72,0,0,-8.17,-0.06,-0.76,-0.71,-6.21,-5.78,-24.44,0,0,0,0,0,-0.73
65,Sulzberger,0,-3.74,0,0,-0.86,0,0,0,0,-1.1,0,-1.26,0,0,-2.91,0,0,-0.7,0,0,0,-0.3
131,Suter,-0.03,-0.49,0,0,-0.03,-0.03,-0.03,0,0,0,-0.5,-0.02,0,-0.01,-0.01,-0.03,0,0,0,0,0,0
163,Suvorov,-0.23,0,0,0,-0.36,0,0,0,0,-0.83,-1.66,0,0,0,-0.29,-1.05,0,0,0,0,-1.33,-0.01
66,Swinburne,0,-2.72,0,0,-0.41,0,0,0,0,-1.46,-2.42,-2.92,0,0,-1.69,0,0,-3.68,0,0,0,0
9,Telen,-0.33,-3.25,0,0,-0.01,-0.01,0,-0.02,-0.02,0,-0.02,0,-0.04,-0.06,0,-0.05,-0.02,0,0,0,-0.41,-0.09
175,Thomson,-0.49,-0.21,0,0,0,-0.13,0,0,0,-0.07,-0.09,-0.73,-0.03,0,-0.12,-0.06,0,0,0,0,0,-0.03
56,Thwaites,0,0,-118.52,0,-120.99,0,0,0,0,0,-253.19,-37.44,-475.82,-802.57,-69.58,-16.32,-64.99,-41.28,-47.36,-6.86,0,-122.9
79,Tinker,0,0,0,0,-0.03,0,0,0,0,-0.06,0,-0.06,0,-0.01,-0.01,-0.52,-0.01,0,0,0,-0.02,0
98,Totten,0,0,0,0,-11.11,0,-6.44,-20.69,0,-17.4,0,-28.28,0,-3.62,0,0,-29.72,0,-24.94,0,-5.72,-17.94
24,Tracy_Tremenchus,-1.96,-8.52,-0.04,0,-0.48,0,-0.05,0,-0.01,-0.56,0,0,-0.61,-0.47,-0.83,-1.14,0,0,0,0,-0.93,0
84,Tucker,0,-0.19,0,0,-0.45,0,-0.21,0,0,-0.06,0,0,0,-0.05,0,-0.48,0,0,0,0,-0.02,0
25,Underwood,0,0,0,0,-2.59,0,0,0,0,-3.05,0,-9.45,0,0,0,0,0,0,0,0,-6.24,-20.37
116,Utsikkar,0,-0.29,0,0,-0.84,0,0,0,0,-0.43,0,0,0,-0.02,0,0,0,0,-0.71,0,0,-0.02
53,Venable,0,-1.17,-2.16,0,-9.31,0,0,0,0,-10.7,-2.74,-4.9,-1.46,-14.79,-7.41,-9.03,0,0,0,0,0,-0.09
47,Verdi,-5.1,-1.34,0,0,-1.47,-1.23,0,0,-2.57,-1.82,-0.78,-1.42,-0.17,0,-0.82,-0.2,0,0,0,0,0,-6.82
123,Vigrid,0,-1.71,0,0,-3.27,0,-59.2,-1.47,0,-7.43,0,0,0,0,0,-5.07,0,0,0,0,0,-0.02
159,Vincennes_Bay,0,0,0,0,-11.62,0,-13.96,0,0,-5.35,-12.76,-2.76,0,0,0,-7.89,0,0,-2.83,0,0,-0.06
97,Voyeykov,-4.05,-48.13,0,0,-0.01,-0.4,-0.16,-0.22,-0.15,-1.97,-0.36,-0.26,-0.34,-0.32,-20.13,0,0,-1.2,0,0,0,-0.15
164,Walgreen_Coast_1,0,0,0,0,0,0,0,0,0,-1.9,-1.72,0,0,0,0,-3.63,0,0,0,0,0,-0.12
3,Walgreen_Coast_2,-0.63,-0.41,0,0,-0.35,0,0,0,0,-0.4,0,-0.3,-0.06,0,0,-0.43,0,0,0,0,-0.02,0
92,WattBay,-0.01,-0.25,0,0,-0.27,0,-0.35,0,0,-0.41,0,-0.34,0,0,0,-0.1,0,0,0,0,-0.12,0
102,West,0,0,0,0,-9.86,0,0,0,0,0,0,0,0,0,-77.74,-6.35,0,0,0,0,0,-21.25
152,Whittle,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,-0.07,0,0,0,0,0,0,0
50,Wilkins,-136.51,-19.26,0,0,-19.28,0,0,0,-196.07,-15.86,-187.03,-1.58,-1.56,-4.51,-7.23,-16.61,-1.01,-1.21,-3.82,0,0,-11.34
151,Williamson,0,-17.84,0,0,0,-0.09,-0.03,0,0,-0.13,-0.1,0,0,0,-0.16,0,0,0,0,0,0,-4.37
16,WilmaRobertDowner,0,0,0,0,-0.62,0,0,0,-10.75,-2.01,0,0,0,0,0,0,0,0,0,0,0,-0.11
68,Withrow,0,0,0,0,-0.07,0,-1.25,0,0,-1.46,-5.46,-0.08,0,0,0,0,0,-1.07,0,0,-4.27,-0.02
42,Wordie_(Airy_Rotz_Seller),-5.96,0,0,0,-0.3,0,0,-5.67,-15.1,-0.1,0,0,0,0,-0.09,0,0,0,0,0,0,-0.01
40,Wordie_(Cape_Jeremy),-4.18,-3.86,0,0,-0.41,-0.38,0,0,-3.39,-0.15,0,0,0,0,-0.28,0,0,0,0,0,0,-0.01
44,Wordie_(Harriott),-3.43,0,0,0,-0.07,-0.19,0,-2.44,-0.62,-0.14,0,-0.04,0,0,-0.02,0,0,0,0,0,0,0
43,Wordie_(Harriott_Headland),-3.01,-0.67,0,0,-0.07,0,0,-0.43,-1.61,-0.87,0,0,0,-0.01,-0.44,0,0,0,0,0,0,-0.03
41,Wordie_(Prospect),-7.1,-4.01,0,0,0,-2.67,0,0,-14.86,-0.13,0,0,0,0,-0.08,0,0,0,0,0,0,-0.01
82,Wylde,-0.55,-1.86,0,-0.03,0,-0.31,-0.02,0,0,-0.01,-2.1,0,0,0,-0.01,0,0,0,0,0,0,0
93,Zelee,-1.36,0,0,0,-0.33,0,-0.22,0,0,-0.16,-0.04,-0.28,0,0,0,0,0,0,0,0,-3.81,-0.03
15,Zubchatyy,-0.11,-2.24,0,0,0,-0.49,0,0,0,-0.03,-0.71,0,0,0,0,-0.02,0,0,0,0,0,0
